SpoonWood03
0.0,11,0	Avatar/NVRPlayer/Head	Avatar/NVRPlayer/LeftHand	Avatar/NVRPlayer/RightHand	CookingEnvironment(Clone)/PanFrying	CookingEnvironment(Clone)/SpoonBig	CookingEnvironment(Clone)/SpoonWood03	CookingEnvironment(Clone)/Pan02	CookingEnvironment(Clone)/bowl	CookingEnvironment(Clone)/Wisp	CookingEnvironment(Clone)/chopsticks_C	CookingEnvironment(Clone)/spoon_B	CookingEnvironment(Clone)/ricebowl_A_c02
3.9779,11,1	-6.5757,1.633,4.5568,355.5466,351.6835,359.7884	-6.7897,0.7765,5.0495,76.1851,314.8969,304.0612	-6.4544,1.126,4.7152,21.7445,346.5259,357.3997	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4475,1.1137,4.686,341.0899,349.8532,47.2867	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.0001,11,1	-6.5757,1.633,4.5568,355.5064,351.584,359.7308	-6.7897,0.7765,5.0495,76.1868,314.8955,304.0608	-6.4598,1.1287,4.711,22.3575,339.8707,352.1646	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4501,1.1176,4.6821,341.8955,347.4958,42.3297	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.0225,11,1	-6.5758,1.6331,4.5567,355.4936,351.5424,359.7024	-6.7897,0.7765,5.0495,76.1884,314.8935,304.0576	-6.4643,1.1318,4.7061,21.9739,332.9926,348.0805	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.451,1.1203,4.6784,342.3226,344.1471,37.8906	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.0456,11,1	-6.5758,1.6331,4.5567,355.4647,351.4445,359.6865	-6.7897,0.7765,5.0495,76.189,314.8929,304.0579	-6.4631,1.1359,4.7047,20.2271,332.1425,345.9323	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4543,1.122,4.6766,341.6614,342.9811,34.5626	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.0681,11,1	-6.5759,1.6332,4.5566,355.4659,351.3951,359.6237	-6.7897,0.7765,5.0495,76.1905,314.8902,304.0549	-6.4588,1.1383,4.7062,19.2932,333.9399,343.7929	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4561,1.1242,4.6764,341.013,344.2237,31.7917	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.0898,11,1	-6.5759,1.6332,4.5566,355.4223,351.3471,359.57	-6.7897,0.7765,5.0495,76.1913,314.8868,304.0512	-6.4527,1.1379,4.7085,19.7338,336.6751,344.2768	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4529,1.1251,4.6777,340.9233,346.0564,30.8092	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.1124,11,1	-6.5759,1.6332,4.5566,355.4138,351.3035,359.5433	-6.7897,0.7765,5.0495,76.1917,314.8836,304.0473	-6.4457,1.1363,4.7108,20.1673,339.8105,346.9269	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4465,1.1238,4.68,340.9,347.5816,31.785	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.1338,11,1	-6.5759,1.6332,4.5566,355.3714,351.2755,359.5494	-6.7897,0.7765,5.0495,76.1918,314.884,304.0479	-6.4368,1.134,4.7141,21.0352,343.4709,348.8598	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4397,1.1224,4.6827,341.2218,349.516,33.2711	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.1569,11,1	-6.5759,1.6333,4.5565,355.3021,351.1972,359.5635	-6.7897,0.7765,5.0495,76.1922,314.8839,304.048	-6.4256,1.1311,4.7187,22.6199,348.8046,350.6166	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4328,1.1212,4.6864,342.1301,352.6081,34.92	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.1789,11,1	-6.576,1.6334,4.5564,355.2545,351.136,359.5706	-6.7897,0.7765,5.0495,76.193,314.8842,304.0483	-6.4139,1.1286,4.7219,22.7572,354.2964,353.7486	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4236,1.1178,4.6903,342.4752,355.8296,37.296	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.2015,11,1	-6.5761,1.6334,4.5563,355.2301,351.1035,359.5756	-6.7897,0.7765,5.0495,76.1947,314.8814,304.0455	-6.402,1.1269,4.7243,22.0371,359.4041,357.4182	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4128,1.1143,4.6938,342.1454,358.7098,40.2728	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.223,11,1	-6.5762,1.6335,4.5563,355.2269,351.071,359.5705	-6.7897,0.7765,5.0495,76.1948,314.8769,304.0405	-6.3896,1.1248,4.7274,22.4267,5.6276,0.3927	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4038,1.1127,4.6973,342.2058,2.2619,43.1323	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.2452,11,1	-6.5762,1.6335,4.5563,355.2224,351.04,359.5951	-6.7897,0.7765,5.0495,76.1957,314.8705,304.0331	-6.3762,1.1232,4.7314,21.311,15.1391,5.7051	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3954,1.1097,4.7031,341.8236,7.0566,47.2809	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.267,11,1	-6.5763,1.6335,4.5562,355.2174,351.0044,359.6574	-6.7897,0.7765,5.0495,76.197,314.8697,304.0323	-6.3612,1.1227,4.7348,19.2181,25.5838,9.9553	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3863,1.1068,4.7099,340.7573,13.3293,51.6115	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.2896,11,1	-6.5764,1.6335,4.5562,355.2111,350.9862,359.7113	-6.7897,0.7765,5.0495,76.1981,314.8623,304.0242	-6.3487,1.122,4.7352,16.836,33.0877,14.4149	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3735,1.1043,4.7128,339.3219,18.5519,56.221	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.3122,11,1	-6.5765,1.6335,4.5562,355.2147,350.9644,359.7563	-6.7897,0.7765,5.0495,76.1998,314.8572,304.0181	-6.3392,1.1208,4.735,11.8958,39.7137,22.1159	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3594,1.0998,4.7138,336.935,21.5355,63.253	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.3338,11,1	-6.5766,1.6335,4.5562,355.2193,350.9706,359.8126	-6.7897,0.7765,5.0495,76.2006,314.8531,304.0141	-6.3294,1.12,4.7351,4.7823,47.2909,30.0234	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3471,1.0951,4.7158,333.5489,23.7793,72.3084	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.3559,11,1	-6.5766,1.6335,4.5562,355.2277,350.9975,359.8198	-6.7897,0.7765,5.0495,76.2017,314.8544,304.0146	-6.3213,1.1208,4.7333,0.7473,53.2132,34.2315	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3391,1.0956,4.7153,330.9215,26.1072,79.8383	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.3781,11,1	-6.5766,1.6335,4.5562,355.2357,351.0428,359.8267	-6.7897,0.7765,5.0495,76.2019,314.8531,304.0126	-6.3201,1.122,4.7307,1.0781,52.1923,35.5124	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.334,1.0997,4.7096,330.0935,26.1468,83.8776	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.4005,11,1	-6.5766,1.6335,4.5562,355.2274,351.1032,359.8473	-6.7897,0.7765,5.0495,76.2035,314.8527,304.0118	-6.3223,1.1221,4.7299,359.7549,49.5892,39.0171	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.33,1.1012,4.7053,329.836,23.5344,88.105	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.4226,11,1	-6.5765,1.6335,4.5562,355.1901,351.1223,359.8693	-6.7897,0.7765,5.0495,76.2043,314.852,304.0129	-6.3243,1.1211,4.7303,354.5051,49.8852,46.8175	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3271,1.0997,4.7044,329.2672,19.7621,96.0018	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.4454,11,1	-6.5765,1.6335,4.5562,355.1782,351.1534,359.8652	-6.7897,0.7765,5.0495,76.2055,314.851,304.0123	-6.3297,1.1195,4.7308,352.4419,47.9283,52.1872	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3291,1.1002,4.7032,329.7046,15.5144,103.1395	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.4679,11,1	-6.5764,1.6335,4.5562,355.1745,351.2027,359.8285	-6.7897,0.7765,5.0495,76.206,314.8457,304.0075	-6.3371,1.1158,4.732,356.2366,44.52,54.1372	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.336,1.1018,4.7017,332.3047,11.9971,106.0347	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.4895,11,1	-6.5764,1.6336,4.5562,355.187,351.2618,359.8189	-6.7897,0.7765,5.0495,76.2066,314.8506,304.0128	-6.3456,1.1098,4.7335,2.536,40.9858,54.5963	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3447,1.1015,4.701,336.4896,9.3015,105.4768	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.5117,11,1	-6.5763,1.6335,4.5562,355.1763,351.3232,359.8282	-6.7897,0.7765,5.0495,76.2078,314.8494,304.0128	-6.3544,1.106,4.7344,5.8883,38.098,54.1581	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3527,1.098,4.7023,339.7449,6.9707,103.9953	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.5338,11,1	-6.5762,1.6335,4.5562,355.1621,351.4189,359.8158	-6.7897,0.7765,5.0495,76.2078,314.8395,304.0016	-6.3631,1.1058,4.7348,5.6182,36.4564,52.2042	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3617,1.0929,4.7048,340.4821,5.3882,102.5005	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.5561,11,1	-6.5761,1.6335,4.5562,355.1664,351.452,359.8343	-6.7897,0.7765,5.0495,76.2079,314.8429,304.0043	-6.3748,1.1042,4.7347,6.7059,32.0645,51.8068	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.369,1.0913,4.7047,341.2308,2.4442,101.3561	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.5783,11,1	-6.576,1.6336,4.5562,355.1628,351.474,359.8508	-6.7897,0.7765,5.0495,76.2103,314.8396,303.9985	-6.3892,1.0998,4.7335,11.2028,25.6319,51.6138	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3775,1.0918,4.7026,343.6638,358.0309,99.4848	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.6006,11,1	-6.5761,1.6336,4.5562,355.1002,351.4769,359.8977	-6.7897,0.7765,5.0495,76.211,314.8424,304.0018	-6.4057,1.0973,4.7307,18.1281,17.0505,46.1483	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.3899,1.0923,4.7002,346.7415,353.1953,94.1733	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.6239,11,1	-6.5761,1.6336,4.5561,355.0366,351.4132,359.9086	-6.7897,0.7765,5.0495,76.2122,314.8361,303.9961	-6.4195,1.1037,4.728,20.3167,9.7252,33.5227	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.408,1.091,4.6992,346.4406,350.6225,85.1738	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.6451,11,1	-6.5761,1.6337,4.556,355.0187,351.3983,359.8597	-6.7897,0.7765,5.0495,76.2143,314.8355,303.996	-6.4305,1.1126,4.7255,19.1213,4.3919,21.6386	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4248,1.093,4.6979,343.7039,350.1702,75.4388	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.6672,11,1	-6.5761,1.6338,4.556,355.0016,351.3795,359.8126	-6.7897,0.7765,5.0495,76.2137,314.8391,303.9991	-6.4411,1.1176,4.7208,20.5743,357.3281,13.1671	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4347,1.1005,4.6931,342.382,349.2902,66.3636	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.6894,11,1	-6.5761,1.6338,4.5559,354.9865,351.3477,359.7945	-6.7897,0.7765,5.0495,76.2153,314.8381,303.9984	-6.4518,1.1215,4.7146,22.5665,348.995,6.3515	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4412,1.108,4.6868,342.6092,346.9501,58.5151	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.712,11,1	-6.5761,1.6338,4.5559,354.9118,351.2947,359.7719	-6.7897,0.7765,5.0495,76.2162,314.8381,303.9982	-6.4603,1.1268,4.7083,22.4993,341.4817,0.3609	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4472,1.1132,4.6813,342.5875,343.9594,51.8191	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.7341,11,1	-6.5761,1.6339,4.5558,354.8917,351.2551,359.7669	-6.7897,0.7765,5.0495,76.2152,314.8377,303.9976	-6.4642,1.1328,4.704,21.2577,337.1821,355.22	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4532,1.1177,4.677,341.8984,342.1624,46.013	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.7561,11,1	-6.5762,1.6339,4.5558,354.8759,351.2102,359.7559	-6.7897,0.7765,5.0495,76.2162,314.837,303.9977	-6.4645,1.1369,4.7021,20.2132,335.787,352.1021	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4567,1.1216,4.6743,341.0775,341.7617,41.6421	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.7785,11,1	-6.5762,1.6339,4.5557,354.8748,351.1422,359.7512	-6.7897,0.7765,5.0495,76.2179,314.8428,304.003	-6.4638,1.1386,4.7005,19.771,334.7474,351.7972	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.4557,1.1237,4.6726,340.4778,341.1273,39.435	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
